step,type,amount,Amount Category,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
40,PAYMENT,3057.62,Low,C332186529,110240.54,107182.92,M1179592245,0,0,0
229,CASH_IN,73989.92,Medium,C2016446324,22728,96717.92,C4262035,2717426.22,2984808.01,0
212,CASH_OUT,172424.1,Medium,C1052532647,0,,C159192228,1256652.61,1429076.71,0
283,CASH_OUT,357647.58,Medium,C115064549,99469,0,C1883722740,0,357647.58,0
354,PAYMENT,9890.49,Medium,C86896252,500370,490479.51,M2138395810,,0,0
273,CASH_OUT,188798.89,Medium,C622474281,0,0,C1587830980,344963.92,533762.81,0
18,CASH_IN,30643.62,Medium,C390964716,20563,51206.62,C1427582819,173858.38,0,0
11,CASH_OUT,358177.27,Medium,C606227226,0,0,C1927033764,712916.72,2161984.82,0
354,PAYMENT,10128.09,Medium,C287316324,0,0,M569804989,19601975.286854673,0,0
187,CASH_IN,205523.69,Medium,C506483387,2638864.45,2844388.14,C1605256104,214021.16,,0
541,TRANSFER,2629417.41,Medium,C784365883,2629417.41,0,C56816688,0,0,1
299,PAYMENT,17444.93,Medium,C1200071450,2035,0,M1494286638,0,0,0
18,CASH_OUT,125821.72,Medium,C1316279446,5098,0,C699026377,4942560.4,5141031.73,0
227,CASH_OUT,2815893.17,Medium,C716780385,2815893.17,0,C2047944461,104430.53,2920323.7,1
300,CASH_OUT,138996.64,Medium,C1742247102,0,0,C311179595,635411.96,774408.6,0
92,TRANSFER,271908.4,Medium,C1340312777,271908.4,0,C863062485,0,0,1
592,PAYMENT,11841.17,Medium,C1473786219,0,0,M663408448,0,0,0
130,CASH_OUT,39958.21,Medium,C150524215,0,0,C1084268391,91541.76,131499.97,0
348,CASH_OUT,491766.28,Medium,C35069333,226883,,C479357589,220343.62,712109.91,0
427,CASH_OUT,1171751.17,Medium,C711131179,1171751.17,0,C1501386709,0,1171751.17,1
690,PAYMENT,11781.4,Medium,C1030204111,0,0,M434575343,0,0,0
243,CASH_OUT,995710.58,Medium,C1426650654,995710.58,0,C1955464150,396838.56,1392549.14,1
145,TRANSFER,3572736.74,High,C699121827,3572736.74,0,C1252527370,0,0,1
355,TRANSFER,800869.52,Medium,C1750942821,0,0,C718685878,818389.27,1619258.78,0
356,PAYMENT,7277.36,Medium,C372423704,0,0,M818686172,0,0,0
179,PAYMENT,1829.64,Low,C1560445624,26093,24263.36,M98369968,0,0,0
380,CASH_IN,173592.95,Medium,C1692075255,3109502.21,3283095.16,C1457355409,220888.3,47295.35,0
301,CASH_IN,52445.92,Medium,C1105905289,1777889.41,1830335.33,C1041420813,5431888.67,5379442.76,0
181,PAYMENT,7854.71,Medium,C857770019,35258,27403.29,M601655858,0,0,0
203,PAYMENT,4908.57,Medium,C1477753336,11426,6517.43,M738510301,0,0,0
19,PAYMENT,,,C385216894,150055,140737.65,M1382977018,0,0,0
355,CASH_OUT,268502.43,Medium,C572732226,39502,0,C131139622,0,268502.43,0
211,TRANSFER,149626.47,Medium,C1942973369,0,0,C617104840,4801792.01,4951418.48,0
9,CASH_IN,140290.85,Medium,C863900233,0,140290.85,C1158329668,297863.03,157572.18,0
156,CASH_OUT,164574.48,Medium,C2076149162,0,0,C192495039,529075.01,693649.49,0
684,CASH_IN,13854.48,Medium,C1232499990,50974,64828.48,C167245922,911028.12,897173.64,0
563,CASH_OUT,,,C398698821,102371.12,0,C1944707088,0,102371.12,1
157,PAYMENT,26237.59,Medium,C1334073203,31583,5345.41,M1608016778,0,0,0
185,CASH_IN,,,C1714739826,53567,114218.52,C1702247118,0,0,0
324,TRANSFER,751056.55,Medium,C35671576,9047,0,C183752061,2251227.47,3002284.03,0
300,CASH_OUT,4621.83,Medium,C1816889617,50264,45642.17,C1070596034,265965.88,270587.71,0
252,CASH_OUT,132961.87,Medium,C67589927,0,0,C1636172314,2982690.41,3115652.28,0
10,CASH_OUT,661819.39,Medium,C1770032559,0,0,C508814145,1089185.09,1751004.48,0
299,PAYMENT,12993.65,Medium,C487580096,15289,2295.35,M345157087,0,0,0
351,CASH_OUT,427610.18,Medium,C896347397,103677,0,C144933591,4084765.63,4512375.81,0
400,CASH_OUT,460689.45,Medium,C1321273727,460689.45,0,C664580487,0,460689.45,1
278,CASH_OUT,224262.46,Medium,C234778764,0,0,C794414548,7462116.59,7686379.04,0
256,PAYMENT,18985.61,Medium,C694924475,0,0,M966015941,0,0,0
550,TRANSFER,,,C1083739380,0,,C883354857,145947.81,190368.97,0
235,CASH_OUT,137897.97,Medium,C2055553114,0,,C1532370339,1035862,1173759.97,0
57,TRANSFER,157610.11,Medium,C207792334,157610.11,0,C912468991,0,0,1
637,TRANSFER,6862348.38,High,C54310714,0,0,C1004834429,10639841.49,17502189.86,0
179,PAYMENT,16649.83,Medium,C1403636798,0,0,M1431023478,,0,0
349,CASH_OUT,283396.41,Medium,C1678831681,467629,184232.59,C1154388106,0,283396.41,0
201,PAYMENT,130.62,Low,C448328201,55776.05,55645.42,M357730792,,0,0
103,CASH_OUT,710385.55,Medium,C1689637064,710385.55,0,C470068344,664259.42,1374644.97,1
249,PAYMENT,87957.67,Medium,C1803794598,0,0,M377666758,0,0,0
320,TRANSFER,767879.02,Medium,C1642679195,767879.02,0,C289912687,0,0,1
259,CASH_IN,161709.01,Medium,C1237675692,4095813.74,4257522.75,C1902307777,2322884.06,2161175.05,0
211,CASH_OUT,,,C283039284,1049232.11,0,C451731094,3856846.36,4906078.47,1
262,TRANSFER,68230.32,Medium,C1908083976,68230.32,0,C433026096,0,0,1
235,CASH_OUT,103975.75,Medium,C555924168,,0,C1202099832,,103975.75,0
256,CASH_OUT,231220.99,Medium,C1116583718,21153,0,C937441345,0,231220.99,0
19,CASH_OUT,266844.99,Medium,C1101775439,20255176.65949037,0,C120727620,541634.19,602068.63,0
278,CASH_IN,238985.83,Medium,C569126530,99655,,C1252851213,0,0,0
298,PAYMENT,65207.7,Medium,C281525547,20255176.65949037,0,M314892926,0,0,0
132,CASH_IN,26041.3,Medium,C1315542726,17266,43307.3,C1059655475,264788.35,238747.05,0
375,PAYMENT,6052.16,Medium,C1421028355,0,0,M2016384402,0,0,0
378,CASH_OUT,261043.53,Medium,C650541354,,0,C1657414876,1212720.39,1473763.91,0
488,CASH_OUT,27696.89,Medium,C1714051510,,0,C502023164,352139.13,379836.02,1
347,CASH_OUT,184556.94,Medium,C835313031,0,0,C2030119960,1667411.65,1851968.59,0
302,TRANSFER,1788729.73,Medium,C1477176067,1788729.73,0,C78352329,0,0,1
40,CASH_IN,227795.03,Medium,C633562042,10721748.2,10949543.23,C617337339,26514347.85,26286552.82,0
741,TRANSFER,144945.34,Medium,C31496887,144945.34,0,C1251365829,0,0,1
209,CASH_IN,19992.16,Medium,C925713159,13094.52,33086.68,C1098041480,970245.24,950253.08,0
472,TRANSFER,586801.3,Medium,C2045012639,586801.3,0,C529372268,0,0,1
139,CASH_OUT,,,C934180295,30714,0,C655936537,8576.37,138544.52,0
233,TRANSFER,37357.32,Medium,C1908599999,37357.32,0,C232254728,0,0,1
233,CASH_OUT,277198.12,Medium,C934402871,0,0,C1217886677,301788.89,578987,0
399,CASH_IN,111057.95,Medium,C1996022667,-18038420.04,161089.95,C475197034,619349.43,508291.49,0
447,CASH_OUT,3965182.83,High,C1072591824,3965182.83,0,C2109925830,199484.14,4164666.97,1
167,PAYMENT,13830.72,Medium,C1699040225,156319,142488.28,M960161518,0,0,0
370,TRANSFER,243118.94,Medium,C1343535445,243118.94,0,C1908664816,0,0,1
202,CASH_OUT,464772.08,Medium,C1261086450,146694,0,C1075744556,61078.04,525850.12,0
129,CASH_OUT,381962.49,Medium,C508104075,506,0,C736786205,903908.37,913660.1,0
380,CASH_IN,,,C1128562123,27356463.67,27478508.69,C566675270,135241.56,13196.53,0
548,CASH_OUT,189371.77,Medium,C720765606,4162.9,0,C107984434,214153.55,403525.32,0
668,TRANSFER,7539165.76,High,C64015154,,0,C1744865437,0,0,1
294,TRANSFER,290090.57,Medium,C1056695718,290090.57,0,C651955391,0,0,1
14,CASH_IN,244104.13,Medium,C384467718,2702,246806.13,C144487066,8102228.85,8096731.52,0
323,CASH_IN,103675.54,Medium,C1286502688,93314,196989.54,C791994986,124606.32,20930.78,0
141,CASH_IN,390011.64,Medium,C86735238,3569863.85,3959875.49,C105681493,,434123.36,0
322,PAYMENT,10339516.78897634,High,C1820335872,0,0,M1065766341,0,0,0
188,TRANSFER,372422.82,Medium,C2106326287,107424,0,C1746494302,1754890.8,2127313.62,0
203,CASH_IN,191326.65,Medium,C759214765,,7370337.94,C1233857577,323722.37,422681.92,0
402,CASH_OUT,284985.29,Medium,C1397375722,0,0,C830965033,1043224.94,1328210.23,0
399,CASH_IN,32550.38,Medium,C56711952,1812439.24,1844989.62,C1430646916,317421.94,284871.56,0
330,CASH_IN,103938.81,Medium,C428946168,20255176.65949037,16197050.33,C1542896126,577661.21,473722.39,0
164,CASH_OUT,204546.99,Medium,C2103064802,7116,0,C1352969402,,232560.33,0
398,TRANSFER,9725837.08,High,C2078773097,9725837.08,0,C775810552,0,0,1
180,CASH_OUT,8186519.17,High,C2014067956,8186519.17,0,C822476275,796550.54,8983069.72,1
136,CASH_IN,237728.68,Medium,C429903076,32097,269825.68,C354017745,0,0,0
249,TRANSFER,3138.25,Low,C1027828118,3138.25,0,C506519759,0,0,1
43,CASH_IN,48634.07,Medium,C1834809709,41618,90252.07,C1577082040,40540,0,0
185,TRANSFER,830495.23,Medium,C1588274712,830495.23,0,C1261092455,0,0,1
11,CASH_OUT,133643.09,Medium,C985148196,0,0,C1240760303,1232450.03,1634997.08,0
250,TRANSFER,1343002.08,Medium,C1100582606,1343002.08,1343002.08,C1147517658,0,0,1
186,CASH_OUT,308786.28,Medium,C545885230,0,0,C723127304,2688409.72,2997196.01,0
34,PAYMENT,21877.58,Medium,C426704918,0,0,M1776293713,0,0,0
600,TRANSFER,1649039.58,Medium,C114531117,1649039.58,0,C267782135,0,0,1
182,CASH_OUT,254916.14,Medium,C372243247,2025,0,C1809408427,,497042.79,0
129,TRANSFER,139210.23,Medium,C922917235,139210.23,0,C1075980653,0,0,1
591,TRANSFER,111764.7,Medium,C328975820,,0,C1645485854,0,0,1
329,PAYMENT,5595.46,Medium,C2115544073,,0,M1712447024,0,0,0
518,CASH_OUT,1165187.89,Medium,C1489843213,1165187.89,0,C784775373,0,1165187.89,1
390,TRANSFER,4525901.25,High,C220187177,4525901.25,0,C1783675813,0,0,1
185,PAYMENT,2121.14,Low,C398705862,0,,M1341333396,0,0,0
325,CASH_OUT,107834.85,Medium,C1121795717,107834.85,0,C63022697,0,107834.85,1
159,CASH_OUT,22387.04,Medium,C103112264,143852,121464.96,C1990763345,17757.16,40144.2,0
9,PAYMENT,3341.46,Medium,C1392484220,0,0,M410630677,0,0,0
152,TRANSFER,91045.4,Medium,C2058960648,2175288.9,0,C413773455,0,0,1
301,CASH_OUT,101892.63,Medium,C1668691012,0,0,C281875676,767760.01,869652.64,0
38,CASH_IN,294790.54,Medium,C2120761441,126835.98,,C1074848530,1518955.92,,0
180,PAYMENT,42279.42,Medium,C706780765,329702.14,287422.72,M1544249983,0,0,0
350,PAYMENT,1523.98,Low,C705545643,179292,177768.02,M515788152,0,0,0
183,CASH_IN,96268.13,Medium,C2129117707,6644533.36,6740801.49,C585184904,3681079.95,3584811.82,0
301,CASH_IN,302900.22,Medium,C2084846731,20934,323834.22,C1160461056,11173.23,0,0
129,CASH_OUT,300093.87,Medium,C997888115,52175,0,C1162648274,619520.67,919614.55,0
378,CASH_OUT,187761.76,Medium,C213567087,187761.76,0,C349611692,360353.54,687445.2,1
139,CASH_IN,265793.33,Medium,C919391017,125230,391023.33,C216751485,959077.48,693284.15,0
183,TRANSFER,4354175.33,High,C1296748795,4354175.33,0,C817583819,0,0,1
305,CASH_OUT,252162.57,Medium,C1198292628,0,0,C165482951,2896667.48,3148830.05,0
431,TRANSFER,3718503.37,High,C336342996,3718503.37,0,C190775867,0,0,1
590,TRANSFER,,,C1884000068,2117503.53,0,C251292280,0,0,1
356,CASH_OUT,14713.78,Medium,C478201837,0,0,C749252588,16651556.16,16666269.94,0
373,PAYMENT,10397.51,Medium,C1326464504,20782,10384.49,M1167705928,0,0,0
185,CASH_OUT,88005.23,Medium,C651793420,11120,0,C1278540018,201162.78,,0
349,CASH_IN,257696.08,Medium,C1329687555,44723,302419.08,C1026182467,0,0,0
402,CASH_IN,,,C2011917774,1737749.43,1877983.58,C2028709167,,251154.48,0
233,PAYMENT,1277.76,Low,C1761169430,0,0,M718942650,0,0,0
56,CASH_OUT,829885.13,Medium,C1179900921,829885.13,0,C2021579766,13276462.12,14106347.25,1
208,PAYMENT,3739.14,Medium,C43563206,0,0,M681733458,0,0,0
400,CASH_IN,158332.24,Medium,C788506751,21185,179517.24,C1579079949,0,0,0
184,PAYMENT,14130.92,Medium,C931307366,396343.17,382212.24,M1798103384,0,0,0
14,CASH_OUT,256196.92,Medium,C1293317326,41569,0,C919146414,1867421.04,2123617.96,0
253,CASH_OUT,445506.17,Medium,C2037440594,343554.8,0,C1706111674,1517471.1,1962977.27,0
717,CASH_OUT,6512846.44,High,C1850890702,6512846.44,0,C944966910,132217.8,6645064.24,1
168,TRANSFER,7513581.46,High,C1185526711,7513581.46,0,C342454180,0,0,1
252,CASH_OUT,23925.45,Medium,C1272378251,,0,C754447440,1337264.02,1361189.47,0
203,CASH_OUT,466580.69,Medium,C1820999886,466580.69,0,C838394568,775534.24,1242114.93,1
303,TRANSFER,199870.29,Medium,C37736433,199870.29,0,C279131656,0,0,1
322,CASH_OUT,163759.08,Medium,C2002110095,0,0,C1517345339,921107.09,1084866.17,0
311,PAYMENT,5852.55,Medium,C199512113,10309,4456.45,M310040869,0,0,0
306,CASH_OUT,23389.51,Medium,C534072600,51336,27946.49,C121942761,49795.79,,0
286,CASH_OUT,229440.61,Medium,C1401850163,23001.99,0,C200906027,,680909.88,0
11,CASH_OUT,398402.86,Medium,C745624130,79537,0,C701855966,922747.86,1538119.38,0
20,CASH_IN,18818.6,Medium,C737807739,6313480.02,6332298.63,C1055725762,1337982.15,1319163.55,0
248,TRANSFER,10000000,High,C356177155,14011314.1,4011314.1,C803181313,0,0,1
230,CASH_OUT,1827209.07,Medium,C671668065,1827209.07,0,C835636847,,2771896.52,1
355,PAYMENT,6287.05,Medium,C1388257413,10927,4639.95,M737718295,0,,0
304,PAYMENT,13727.58,Medium,C1230256955,0,,M268053067,0,0,0
52,TRANSFER,1093155.19,Medium,C84753955,1093155.19,0,C203085340,0,0,1
143,PAYMENT,193.45,Low,C1341047464,107579,107385.55,M1727497975,0,0,0
608,CASH_OUT,780687.45,Medium,C112638782,780687.45,0,C221378791,564595.45,1345282.89,1
283,PAYMENT,6257.57,Medium,C118743635,146,0,M521329059,0,0,0
324,CASH_OUT,362837.15,Medium,C981578814,362837.15,0,C509990885,137964.62,500801.77,1
229,CASH_IN,158487.06,Medium,C734250955,700185,,C1206098590,6508820.09,,0
514,PAYMENT,4744.82,Medium,C566377491,0,0,M1328590106,0,0,0
355,CASH_OUT,191547.18,Medium,C1771703423,0,0,C1521047886,281024.82,472572,0
563,CASH_OUT,1565621.39,Medium,C490326282,1565621.39,0,C1291474697,221000.18,1786621.57,1
381,CASH_IN,122865.62,Medium,C311280391,6777672.69,6900538.31,C478585650,335663.65,212798.02,0
206,TRANSFER,154196.49,Medium,C1983440446,,0,C883310788,,-20309074.74,1
137,CASH_OUT,10339516.78897634,High,C415869765,0,0,C2142478561,26653400.34,27436544.35,0
40,CASH_IN,153540.68,Medium,C428747969,,213345.68,C1354453715,0,0,0
557,CASH_OUT,111467.61,Medium,C176907849,111467.61,0,C1483387344,668384.6,779852.21,1
331,CASH_OUT,398219.08,Medium,C1810039949,398219.08,0,C1995930923,0,398219.08,1
652,CASH_OUT,740124.95,Medium,C1454952860,740124.95,0,C71447859,1382863.66,2122988.62,1
10,CASH_OUT,,,C1165919383,0,0,C1416152350,1783159.46,2564067.44,0
353,TRANSFER,555029.88,Medium,C2127682909,645949.88,90920,C1998256646,8757022.36,9312052.24,0
77,TRANSFER,,,C958168241,5715004.3,0,C1700925232,0,0,1
375,PAYMENT,16530.7,Medium,C128032557,162295.89,145765.19,M1493667866,0,0,0
120,TRANSFER,49571.87,Medium,C117760847,49571.87,0,C578681858,0,0,1
261,CASH_IN,193976.21,Medium,C414022207,1650826.16,,C1644385316,746521.58,552545.37,0
190,PAYMENT,,,C2112423759,663316,656049.86,M375675704,0,0,0
18,CASH_IN,270977.44,Medium,C120565288,402311.88,673289.31,C1459861371,2535918.85,2264941.41,0
154,CASH_OUT,28683.42,Medium,C450898841,0,0,C630500840,943864.57,972548,0
188,CASH_OUT,69574.5,Medium,C961962030,0,0,C221985292,2749388,2818962.5,0
522,CASH_OUT,101408.84,Medium,C961768451,101408.84,0,C898783752,0,101408.84,1
546,PAYMENT,11626.1,Medium,C776966895,0,0,M1172169066,0,,0
521,CASH_OUT,27483.79,Medium,C744746510,27483.79,0,C1563109259,66220.65,93704.43,1
282,TRANSFER,48315.06,Medium,C1261275856,69697,21381.94,C102909349,0,48315.06,0
277,CASH_OUT,45876.84,Medium,C427321018,30808,0,C1196798971,0,45876.84,0
281,PAYMENT,5726.12,Medium,C504425113,19891,14164.88,M1785218851,0,0,0
639,TRANSFER,711932.67,Medium,C1372327870,711932.67,0,C608537873,0,0,1
370,CASH_OUT,,,C395458530,1653144.1,0,C1340837967,28997.07,1682141.17,1
164,CASH_OUT,173063.87,Medium,C2048925384,0,0,C1259536844,299705.41,472769.28,0
354,TRANSFER,666058.14,Medium,C1627582712,54852,0,C2122587726,3694588.19,4360646.33,0
283,TRANSFER,5635.88,Medium,C979143017,20378,14742.12,C1974117766,1670686.7,1676322.58,0
132,CASH_OUT,346089.63,Medium,C1955943238,0,0,C1522918252,3106615.82,3452705.44,0
426,TRANSFER,274447.21,Medium,C718327394,58940,0,C1158004531,554410.44,828857.65,0
328,DEBIT,18676.46,Medium,C1308075623,24953,6276.54,C631922483,907646.7,926323.16,0
281,TRANSFER,441892.92,Medium,C1660730946,441892.92,,C1069601920,0,0,1
592,TRANSFER,369306.87,Medium,C137478420,369306.87,0,C100691765,0,0,1
203,CASH_IN,24797.14,Medium,C537634098,18504148.63,18528945.77,C768387413,141491.48,,0
347,TRANSFER,4875105.38,High,C1773306341,0,0,C791941105,5217517.91,10092623.29,0
139,PAYMENT,36663.45,Medium,C1488416964,0,0,M1689406166,0,0,0
726,CASH_OUT,1539474.57,Medium,C929950007,1539474.57,0,C1800726477,137245.4,1676719.97,1
356,PAYMENT,15657.71,Medium,C266970856,0,0,M998804833,0,0,0
406,CASH_IN,215535.31,Medium,C477662788,5903648.62,6119183.93,C1051879422,263370.69,47835.38,0
559,TRANSFER,2517188.06,Medium,C1780110867,2517188.06,0,C778584295,0,0,1
153,PAYMENT,3413.63,Medium,C176247795,0,0,M1251614414,0,0,0
420,CASH_OUT,1464160.5,Medium,C2024056212,1464160.5,,C1653697681,462739.95,1926900.44,1
496,CASH_OUT,174725.11,Medium,C1679215077,,0,C2091877200,4415446.47,4590171.58,1
280,TRANSFER,866174.52,Medium,C57963095,0,0,C995480312,-17824680.14,5659094.01,0
186,PAYMENT,7316.24,Medium,C887575467,0,0,M1104827261,,0,0
402,CASH_IN,171791.07,Medium,C311944391,35,171826.07,C2090476823,20801.71,0,0
307,TRANSFER,91045.4,Medium,C1168100324,0,0,C1320217924,10535733.04,19667564.72,0
567,CASH_OUT,586366.7,Medium,C1252943019,45857,0,C463931428,0,586366.7,0
42,CASH_OUT,3569720.42,High,C2012983997,3569720.42,,C365271329,0,3569720.42,1
395,CASH_OUT,,,C897633832,387709.42,0,C644298994,5667806.32,6243803.09,0
156,CASH_OUT,99860.79,Medium,C1218683585,0,,C439296635,5585485.55,5685346.33,0
183,PAYMENT,2336.73,Low,C1117385083,19593.48,17256.75,M1754600942,0,,0
122,TRANSFER,91637.51,Medium,C618768599,91637.51,0,C1191948500,0,0,1
202,CASH_OUT,328249.41,Medium,C1859221414,0,0,C1360260699,451477.39,,0
279,CASH_OUT,241857.71,Medium,C327470071,,0,C240785835,125353.1,367210.8,0
208,TRANSFER,50820.71,Medium,C1462162029,50820.71,0,C1464615322,0,0,1
395,PAYMENT,20864.39,Medium,C1886020611,611,0,M54134799,0,0,0
395,CASH_OUT,134297.68,Medium,C1461368336,134297.68,,C771844472,419490.33,553788.01,1
165,CASH_IN,19259.19,Medium,C2141498521,16569413.79,16588672.97,C980175788,44166.86,24907.67,0
161,CASH_OUT,91045.4,Medium,C2013090208,1757,0,C2106669607,2740026.36,2898174.9,0
180,PAYMENT,3809.17,Medium,C564135905,283199,279389.83,M678331460,0,0,0
206,TRANSFER,990630.25,Medium,C185633643,990630.25,0,C125986945,0,,1
25,TRANSFER,296333.54,Medium,C1473328942,296333.54,0,C1650053869,0,,1
211,CASH_OUT,55920.39,Medium,C1899996143,55920.39,0,C1567322020,0,55920.39,1
58,TRANSFER,1789155.73,Medium,C1979185568,1789155.73,0,C1873285106,0,0,1
475,CASH_OUT,,,C1538717187,20111.45,0,C685749303,1431418.64,1451530.08,1
139,CASH_OUT,91045.4,Medium,C938281246,712,0,C1048897562,891378.25,899254.67,0
182,PAYMENT,5124.55,Medium,C1802293034,3762.07,0,M291480884,0,0,0
231,CASH_IN,,,C1570756747,40071,568815.4,C781194009,997551.08,468806.68,0
396,PAYMENT,12203.95,Medium,C1239817722,,0,M400996109,0,0,0
179,CASH_IN,545143.55,Medium,C1711119490,21259,566402.55,C1588509911,369236.06,0,0
324,PAYMENT,22017.06,Medium,C639453146,0,0,M6430603,0,0,0
35,PAYMENT,43032.49,Medium,C2097780155,0,0,M1782769920,0,0,0
8,CASH_OUT,37316.55,Medium,C1600997399,322.49,0,C518518143,49578,137793.14,0
404,TRANSFER,536433.5,Medium,C1801812624,,0,C1460398355,0,0,1
44,CASH_OUT,160881.03,Medium,C1775162076,965305.11,804424.08,C2010436729,391683.05,552564.08,0
149,CASH_OUT,5477272.72,High,C478532233,5477272.72,0,C1188145688,0,5477272.72,1
375,TRANSFER,10539162.77,High,C249787948,9466.08,0,C797006678,10764618.15,21303780.92,0
303,CASH_OUT,349596.31,Medium,C1348740157,0,0,C1593686413,4956524.74,5306121.05,0
204,CASH_OUT,7644.07,Medium,C1947651938,298.77,0,C1215566090,1037947.54,1045591.61,0
228,CASH_IN,132348.78,Medium,C1562945848,486884.94,619233.72,C1803883443,148605.38,16256.59,0
711,TRANSFER,2580055.17,Medium,C1844811503,2580055.17,0,C2047354099,0,0,1
160,TRANSFER,2432747.48,Medium,C1616917685,,0,C2003827425,0,0,1
280,CASH_OUT,2116.11,Low,C1059093588,18208.8,16092.69,C1765748668,619565.4,621681.51,0
143,CASH_OUT,32076.17,Medium,C1018686396,32076.17,0,C184389998,905007.28,937083.46,1
637,CASH_OUT,107246.03,Medium,C172453788,107246.03,0,C390359674,,107246.03,1
17,PAYMENT,7486.49,Medium,C974659670,123,0,M1506591988,0,0,0
380,PAYMENT,1018.71,Low,C2042898759,149,0,M1221918432,0,0,0
92,TRANSFER,101903.69,Medium,C1615802716,,0,C1977391812,0,0,1
153,PAYMENT,,,C684982483,0,0,M277860723,0,0,0
329,CASH_OUT,122691.1,Medium,C1231899981,11691,0,C1493590592,0,122691.1,0
348,CASH_OUT,227876.58,Medium,C608630513,0,0,C1620002899,2395173.8,2623050.38,0
178,CASH_IN,342874.98,Medium,C1573987846,175371,,C2090737806,5534006.53,5191131.55,0
160,CASH_OUT,134469.95,Medium,C1660180579,-18038420.04,0,C538210699,2761510.48,2895980.43,0
333,CASH_OUT,2070939.88,Medium,C828265234,2070939.88,0,C62106011,22160714.25,24231654.14,1
349,CASH_OUT,65737.68,Medium,C1772180464,32899,0,C1935783385,380920.7,446658.37,0
334,TRANSFER,1057143.92,Medium,C1782997595,0,0,C213676225,3118085.86,4175229.79,0
403,CASH_OUT,266440,Medium,C380902981,10413,0,C853382794,5638908.18,5905348.18,0
402,CASH_OUT,153758.04,Medium,C1611307293,8926,0,C2051156234,0,153758.04,0
210,CASH_OUT,207350.34,Medium,C473553543,0,0,C493261161,1403922.15,1611272.49,0
452,TRANSFER,1138384.29,Medium,C599862051,1138384.29,0,C220508389,0,0,1
330,CASH_IN,10339516.78897634,High,C651581700,50518,324113.46,C1067710716,372765.74,99170.28,0
251,CASH_OUT,87892.59,Medium,C534223497,82970,0,C496904184,0,87892.59,0
404,PAYMENT,6428.85,Medium,C1233563821,11259,4830.15,M702405016,0,0,0
328,CASH_OUT,118580.28,Medium,C454863135,0,0,C171844240,2275350.41,,0
160,TRANSFER,10000000,High,C752627210,27670038.08,17670038.08,C1853789265,0,0,1
277,CASH_IN,,,C353315640,7619854.66,7907710.85,C264480490,302287.75,14431.56,0
354,CASH_OUT,283429.1,Medium,C1379628544,283429.1,,C1897350199,1110.49,284539.58,1
300,TRANSFER,,,C801545494,,,C1132212713,99829.7,4735517.13,0
284,CASH_OUT,30203.63,Medium,C1387903165,12272,0,C1526624780,23818.48,54022.12,0
145,CASH_OUT,1767886.02,Medium,C1487625973,1767886.02,0,C1046637839,,1767886.02,1
670,TRANSFER,1001446.44,Medium,C1562259675,1001446.44,0,C1017072686,0,0,1
179,PAYMENT,7608.48,Medium,C347297597,21215,13606.52,M1505908486,0,0,0
346,CASH_IN,183934,Medium,C943774164,,186018,C836127746,232132.8,48198.8,0
250,CASH_OUT,182210.42,Medium,C194110457,9263,0,C528025536,-17824680.14,182210.42,0
19,PAYMENT,55519.07,Medium,C254959130,0,0,M904054228,0,0,0
305,CASH_OUT,78482.6,Medium,C1045849068,,0,C1249851093,582036.58,660519.18,0
221,CASH_OUT,1123561.68,Medium,C1033117475,1123561.68,0,C538661860,0,1123561.68,1
134,CASH_OUT,225870.33,Medium,C1980580356,35322,0,C306371145,,2482304.11,0
138,PAYMENT,52787.79,Medium,C2124211574,21172,0,M1492469009,0,0,0
285,PAYMENT,1481.77,Low,C2146399548,59911,58429.23,M1215856853,0,,0
273,CASH_OUT,159106.12,Medium,C136426142,159106.12,0,C323730843,0,159106.12,1
329,CASH_IN,154676,Medium,C643477754,40873,195549,C142436144,0,0,0
205,CASH_OUT,175417.77,Medium,C2104305683,20255176.65949037,0,C1709252867,588047.11,763464.88,0
20,TRANSFER,252293.52,Medium,C1674387111,0,0,C633321221,334628.94,586922.46,0
522,CASH_OUT,1752606.15,Medium,C1351380996,1752606.15,-15620565.64,C1325425132,0,1752606.15,1
47,CASH_OUT,156011.24,Medium,C877302181,156011.24,0,C2044342029,,308251.2,1
163,CASH_OUT,212966.91,Medium,C793361964,,0,C37646876,3346059.76,3559026.67,0
557,CASH_OUT,2719.66,Low,C2020357947,2719.66,0,C1011864403,1588874.92,1591594.58,1
184,CASH_IN,486533.46,Medium,C108572467,15140,501673.46,C1991408850,774,0,0
279,CASH_OUT,107148.63,Medium,C30820921,0,0,C1679939676,8348695.9,8455844.54,0
377,TRANSFER,503420.67,Medium,C1954167888,503420.67,0,C2111339406,0,0,1
381,CASH_OUT,102256.57,Medium,C107359610,102256.57,0,C993674032,0,102256.57,1
140,PAYMENT,13602.41,Medium,C286547248,0,0,M57508605,0,0,0
328,CASH_OUT,129062.72,Medium,C1696605622,154438,25375.28,C1736900433,52053.88,181116.6,0
594,PAYMENT,17484.48,Medium,C5327475,0,0,M1785001134,0,0,0
631,CASH_OUT,2391612.36,Medium,C2115055382,2391612.36,0,C1884304223,7064207.13,9455819.49,1
321,CASH_OUT,11527.67,Medium,C275115149,10935,0,C2003293582,509409.71,520937.38,0
161,CASH_OUT,125295.3,Medium,C559854636,0,0,C653737184,251032.73,376328.03,0
